Product,Price,Date,Category
Banana,89.24,2024-03-07,Fruit
Orange,98.75,2024-03-07,Fruit
Mango,78.38,2024-03-07,Fruit
Grapes,81.99,2024-03-07,Fruit
Tomato,29.16,2024-03-08,Vegetable
Potato,48.59,2024-03-08,Vegetable
Onion,26.67,2024-03-08,Vegetable
Carrot,27.62,2024-03-08,Vegetable
Cabbage,44.52,2024-03-08,Vegetable
Apple,101.36,2024-03-08,Fruit
Banana,47.92,2024-03-08,Fruit
Orange,55.8,2024-03-08,Fruit
Mango,48.55,2024-03-08,Fruit
Grapes,52.23,2024-03-08,Fruit
Tomato,56.78,2024-03-09,Vegetable
Potato,43.24,2024-03-09,Vegetable
Onion,50.51,2024-03-09,Vegetable
Carrot,21.63,2024-03-09,Vegetable
Cabbage,57.65,2024-03-09,Vegetable
Apple,95.98,2024-03-09,Fruit
Banana,98.34,2024-03-09,Fruit
Orange,92.06,2024-03-09,Fruit
Mango,94.54,2024-03-09,Fruit
Grapes,98.22,2024-03-09,Fruit
Tomato,20.59,2024-03-10,Vegetable
Potato,43.2,2024-03-10,Vegetable
Onion,30.78,2024-03-10,Vegetable
Carrot,24.23,2024-03-10,Vegetable
Cabbage,31.13,2024-03-10,Vegetable
Apple,72.76,2024-03-10,Fruit
Banana,44.59,2024-03-10,Fruit
Orange,62.31,2024-03-10,Fruit
Mango,47.87,2024-03-10,Fruit
Grapes,111.95,2024-03-10,Fruit
Tomato,27.71,2024-03-11,Vegetable
Potato,46.41,2024-03-11,Vegetable
Onion,21.99,2024-03-11,Vegetable
Carrot,43.23,2024-03-11,Vegetable
Cabbage,22.54,2024-03-11,Vegetable
Apple,112.6,2024-03-11,Fruit
Banana,56.85,2024-03-11,Fruit
Orange,96.45,2024-03-11,Fruit
Mango,82.64,2024-03-11,Fruit
Grapes,87.17,2024-03-11,Fruit
Tomato,30.79,2024-03-12,Vegetable
Potato,56.7,2024-03-12,Vegetable
Onion,28.45,2024-03-12,Vegetable
Carrot,54.34,2024-03-12,Vegetable
Cabbage,48.22,2024-03-12,Vegetable
Apple,47.94,2024-03-12,Fruit
Banana,112.91,2024-03-12,Fruit
Orange,73.98,2024-03-12,Fruit
Mango,95.43,2024-03-12,Fruit
Grapes,115.15,2024-03-12,Fruit
Tomato,28.65,2024-03-13,Vegetable
Potato,25.55,2024-03-13,Vegetable
Onion,33.88,2024-03-13,Vegetable
Carrot,44.21,2024-03-13,Vegetable
Cabbage,37.38,2024-03-13,Vegetable
Apple,117.65,2024-03-13,Fruit
Banana,71.79,2024-03-13,Fruit
Orange,49.84,2024-03-13,Fruit
Mango,41.34,2024-03-13,Fruit
Grapes,54.48,2024-03-13,Fruit
Tomato,39.96,2024-03-14,Vegetable
Potato,40.31,2024-03-14,Vegetable
Onion,54.83,2024-03-14,Vegetable
Carrot,56.62,2024-03-14,Vegetable
Cabbage,33.87,2024-03-14,Vegetable
Apple,40.64,2024-03-14,Fruit
Banana,74.19,2024-03-14,Fruit
Orange,73.29,2024-03-14,Fruit
Mango,73.48,2024-03-14,Fruit
Grapes,83.94,2024-03-14,Fruit
Tomato,40.37,2024-03-15,Vegetable
Potato,49.86,2024-03-15,Vegetable
Onion,52.33,2024-03-15,Vegetable
Carrot,28.41,2024-03-15,Vegetable
Cabbage,55.37,2024-03-15,Vegetable
Apple,77.46,2024-03-15,Fruit
Banana,64.41,2024-03-15,Fruit
Orange,53.35,2024-03-15,Fruit
Mango,63.07,2024-03-15,Fruit
Grapes,73.72,2024-03-15,Fruit
Tomato,37.48,2024-03-16,Vegetable
Potato,47.21,2024-03-16,Vegetable
Onion,23.26,2024-03-16,Vegetable
Carrot,41.26,2024-03-16,Vegetable
Cabbage,25.11,2024-03-16,Vegetable
Apple,63.73,2024-03-16,Fruit
Banana,62.44,2024-03-16,Fruit
Orange,94.58,2024-03-16,Fruit
Mango,76.97,2024-03-16,Fruit
Grapes,56.03,2024-03-16,Fruit
Tomato,24.77,2024-03-17,Vegetable
Potato,23.02,2024-03-17,Vegetable
Onion,54.92,2024-03-17,Vegetable
Carrot,57.72,2024-03-17,Vegetable
Cabbage,26.54,2024-03-17,Vegetable
Apple,67.36,2024-03-17,Fruit
Banana,58.14,2024-03-17,Fruit
Orange,42.28,2024-03-17,Fruit
Mango,41.41,2024-03-17,Fruit
Grapes,119.57,2024-03-17,Fruit
Tomato,45.5,2024-03-18,Vegetable
Potato,24.49,2024-03-18,Vegetable
Onion,43.19,2024-03-18,Vegetable
Carrot,59.62,2024-03-18,Vegetable
Cabbage,45.59,2024-03-18,Vegetable
Apple,91.8,2024-03-18,Fruit
Banana,101.87,2024-03-18,Fruit
Orange,98.98,2024-03-18,Fruit
Mango,70.92,2024-03-18,Fruit
Grapes,110.4,2024-03-18,Fruit
Tomato,36.76,2024-03-19,Vegetable
Potato,45.84,2024-03-19,Vegetable
Onion,20.44,2024-03-19,Vegetable
Carrot,40.87,2024-03-19,Vegetable
Cabbage,23.59,2024-03-19,Vegetable
Apple,93.64,2024-03-19,Fruit
Banana,95.68,2024-03-19,Fruit
Orange,69.35,2024-03-19,Fruit
Mango,97.28,2024-03-19,Fruit
Grapes,92.3,2024-03-19,Fruit
Tomato,40.53,2024-03-20,Vegetable
Potato,52.73,2024-03-20,Vegetable
Onion,33.07,2024-03-20,Vegetable
Carrot,57.56,2024-03-20,Vegetable
Cabbage,56.67,2024-03-20,Vegetable
Apple,56.27,2024-03-20,Fruit
Banana,48.41,2024-03-20,Fruit
Orange,52.54,2024-03-20,Fruit
Mango,103.14,2024-03-20,Fruit
Grapes,40.45,2024-03-20,Fruit
Tomato,30.64,2024-03-21,Vegetable
Potato,44.38,2024-03-21,Vegetable
Onion,41.12,2024-03-21,Vegetable
Carrot,25.99,2024-03-21,Vegetable
Cabbage,40.16,2024-03-21,Vegetable
Apple,87.47,2024-03-21,Fruit
Banana,52.76,2024-03-21,Fruit
Orange,82.89,2024-03-21,Fruit
Mango,119.56,2024-03-21,Fruit
Grapes,85.66,2024-03-21,Fruit
Tomato,34.18,2024-03-22,Vegetable
Potato,25.66,2024-03-22,Vegetable
Onion,34.12,2024-03-22,Vegetable
Carrot,29.31,2024-03-22,Vegetable
Cabbage,53.85,2024-03-22,Vegetable
Apple,56.74,2024-03-22,Fruit
Banana,111.1,2024-03-22,Fruit
Orange,116.79,2024-03-22,Fruit
Mango,89.87,2024-03-22,Fruit
Grapes,115.74,2024-03-22,Fruit
Tomato,22.25,2024-03-23,Vegetable
Potato,32.95,2024-03-23,Vegetable
Onion,29.46,2024-03-23,Vegetable
Carrot,40.07,2024-03-23,Vegetable
Cabbage,57.65,2024-03-23,Vegetable
Apple,74.13,2024-03-23,Fruit
Banana,74.29,2024-03-23,Fruit
Orange,87.89,2024-03-23,Fruit
Mango,60.02,2024-03-23,Fruit
Grapes,119.03,2024-03-23,Fruit
Tomato,36.56,2024-03-24,Vegetable
Potato,43.38,2024-03-24,Vegetable
Onion,53.36,2024-03-24,Vegetable
Carrot,44.98,2024-03-24,Vegetable
Cabbage,23.62,2024-03-24,Vegetable
Apple,111.25,2024-03-24,Fruit
Banana,54.33,2024-03-24,Fruit
Orange,112.64,2024-03-24,Fruit
Mango,66.16,2024-03-24,Fruit
Grapes,95.55,2024-03-24,Fruit
Tomato,41.62,2024-03-25,Vegetable
Potato,43.99,2024-03-25,Vegetable
Onion,24.1,2024-03-25,Vegetable
Carrot,55.01,2024-03-25,Vegetable
Cabbage,48.99,2024-03-25,Vegetable
Apple,87.43,2024-03-25,Fruit
Banana,109.84,2024-03-25,Fruit
Orange,103.42,2024-03-25,Fruit
Mango,52.05,2024-03-25,Fruit
Grapes,76.46,2024-03-25,Fruit
Tomato,55.56,2024-03-26,Vegetable
Potato,31.58,2024-03-26,Vegetable
Onion,44.31,2024-03-26,Vegetable
Carrot,48.62,2024-03-26,Vegetable
Cabbage,55.86,2024-03-26,Vegetable
Apple,49.76,2024-03-26,Fruit
Banana,114.99,2024-03-26,Fruit
Orange,47.64,2024-03-26,Fruit
Mango,65.41,2024-03-26,Fruit
Grapes,84.82,2024-03-26,Fruit
Tomato,41.89,2024-03-27,Vegetable
Potato,21.16,2024-03-27,Vegetable
Onion,49.19,2024-03-27,Vegetable
Carrot,54.86,2024-03-27,Vegetable
Cabbage,51.67,2024-03-27,Vegetable
Apple,86.83,2024-03-27,Fruit
Banana,76.82,2024-03-27,Fruit
Orange,63.07,2024-03-27,Fruit
Mango,50.27,2024-03-27,Fruit
Grapes,63.21,2024-03-27,Fruit
Tomato,48.04,2024-03-28,Vegetable
Potato,57.07,2024-03-28,Vegetable
Onion,42.21,2024-03-28,Vegetable
Carrot,28.35,2024-03-28,Vegetable
Cabbage,21.32,2024-03-28,Vegetable
Apple,58.84,2024-03-28,Fruit
Banana,114.18,2024-03-28,Fruit
Orange,91.86,2024-03-28,Fruit
Mango,107.28,2024-03-28,Fruit
Grapes,58.96,2024-03-28,Fruit
Tomato,31.28,2024-03-29,Vegetable
Potato,55.22,2024-03-29,Vegetable
Onion,59.79,2024-03-29,Vegetable
Carrot,44.72,2024-03-29,Vegetable
Cabbage,56.63,2024-03-29,Vegetable
Apple,109.56,2024-03-29,Fruit
Banana,85.14,2024-03-29,Fruit
Orange,66.79,2024-03-29,Fruit
Mango,105.37,2024-03-29,Fruit
Grapes,96.26,2024-03-29,Fruit
Tomato,20.3,2024-03-30,Vegetable
Potato,59.18,2024-03-30,Vegetable
Onion,51.88,2024-03-30,Vegetable
Carrot,38.03,2024-03-30,Vegetable
Cabbage,40.86,2024-03-30,Vegetable
Apple,93.37,2024-03-30,Fruit
Banana,55.96,2024-03-30,Fruit
Orange,96.34,2024-03-30,Fruit
Mango,96.6,2024-03-30,Fruit
Grapes,110.1,2024-03-30,Fruit
Tomato,58.33,2024-03-31,Vegetable
Potato,56.56,2024-03-31,Vegetable
Onion,38.48,2024-03-31,Vegetable
Carrot,20.73,2024-03-31,Vegetable
Cabbage,45.02,2024-03-31,Vegetable
Apple,45.58,2024-03-31,Fruit
Banana,102.18,2024-03-31,Fruit
Orange,45.82,2024-03-31,Fruit
Mango,78.22,2024-03-31,Fruit
Grapes,104.3,2024-03-31,Fruit
Tomato,34.09,2024-04-01,Vegetable
Potato,35.12,2024-04-01,Vegetable
Onion,58.07,2024-04-01,Vegetable
Carrot,34.2,2024-04-01,Vegetable
Cabbage,33.73,2024-04-01,Vegetable
Apple,42.57,2024-04-01,Fruit
Banana,108.04,2024-04-01,Fruit
Orange,89.15,2024-04-01,Fruit
Mango,94.96,2024-04-01,Fruit
Grapes,119.1,2024-04-01,Fruit
Tomato,45.94,2024-04-02,Vegetable
Potato,49.85,2024-04-02,Vegetable
Onion,47.09,2024-04-02,Vegetable
Carrot,38.5,2024-04-02,Vegetable
Cabbage,42.56,2024-04-02,Vegetable
Apple,80.23,2024-04-02,Fruit
Banana,106.11,2024-04-02,Fruit
Orange,40.79,2024-04-02,Fruit
Mango,103.93,2024-04-02,Fruit
Grapes,118.3,2024-04-02,Fruit
Tomato,30.88,2024-04-03,Vegetable
Potato,44.44,2024-04-03,Vegetable
Onion,37.46,2024-04-03,Vegetable
Carrot,25.56,2024-04-03,Vegetable
Cabbage,41.46,2024-04-03,Vegetable
Apple,94.72,2024-04-03,Fruit
Banana,52.77,2024-04-03,Fruit
Orange,76.67,2024-04-03,Fruit
Mango,116.86,2024-04-03,Fruit
Grapes,117.47,2024-04-03,Fruit
Tomato,58.76,2024-04-04,Vegetable
Potato,55.53,2024-04-04,Vegetable
Onion,50.72,2024-04-04,Vegetable
Carrot,30.16,2024-04-04,Vegetable
Cabbage,36.74,2024-04-04,Vegetable
Apple,93.89,2024-04-04,Fruit
Banana,67.31,2024-04-04,Fruit
Orange,119.5,2024-04-04,Fruit
Mango,112.1,2024-04-04,Fruit
Grapes,75.09,2024-04-04,Fruit
Tomato,43.02,2024-04-05,Vegetable
Potato,35.47,2024-04-05,Vegetable
Onion,24.39,2024-04-05,Vegetable
Carrot,29.83,2024-04-05,Vegetable
Cabbage,30.75,2024-04-05,Vegetable
Apple,73.93,2024-04-05,Fruit
Banana,108.09,2024-04-05,Fruit
Orange,54.14,2024-04-05,Fruit
Mango,60.04,2024-04-05,Fruit
Grapes,65.88,2024-04-05,Fruit
Tomato,39.39,2024-04-06,Vegetable
Potato,34.03,2024-04-06,Vegetable
Onion,56.53,2024-04-06,Vegetable
Carrot,39.17,2024-04-06,Vegetable
Cabbage,57.97,2024-04-06,Vegetable
Apple,101.36,2024-04-06,Fruit
Banana,114.82,2024-04-06,Fruit
Orange,117.82,2024-04-06,Fruit
Mango,72.68,2024-04-06,Fruit
Grapes,105.92,2024-04-06,Fruit
Tomato,31.93,2024-04-07,Vegetable
Potato,56.9,2024-04-07,Vegetable
Onion,45.17,2024-04-07,Vegetable
Carrot,56.9,2024-04-07,Vegetable
Cabbage,46.37,2024-04-07,Vegetable
Apple,86.22,2024-04-07,Fruit
Banana,86.69,2024-04-07,Fruit
Orange,48.69,2024-04-07,Fruit
Mango,109.06,2024-04-07,Fruit
Grapes,116.71,2024-04-07,Fruit
Tomato,41.85,2024-04-08,Vegetable
Potato,58.22,2024-04-08,Vegetable
Onion,37.06,2024-04-08,Vegetable
Carrot,50.58,2024-04-08,Vegetable
Cabbage,44.36,2024-04-08,Vegetable
Apple,102.75,2024-04-08,Fruit
Banana,42.96,2024-04-08,Fruit
Orange,88.39,2024-04-08,Fruit
Mango,103.41,2024-04-08,Fruit
Grapes,100.84,2024-04-08,Fruit
Tomato,45.26,2024-04-09,Vegetable
Potato,28.83,2024-04-09,Vegetable
Onion,36.78,2024-04-09,Vegetable
Carrot,59.68,2024-04-09,Vegetable
Cabbage,31.65,2024-04-09,Vegetable
Apple,71.02,2024-04-09,Fruit
Banana,98.14,2024-04-09,Fruit
Orange,53.37,2024-04-09,Fruit
Mango,91.03,2024-04-09,Fruit
Grapes,114.12,2024-04-09,Fruit
Tomato,29.73,2024-04-10,Vegetable
Potato,31.04,2024-04-10,Vegetable
Onion,43.58,2024-04-10,Vegetable
Carrot,40.34,2024-04-10,Vegetable
Cabbage,52.16,2024-04-10,Vegetable
Apple,90.69,2024-04-10,Fruit
Banana,44.63,2024-04-10,Fruit
Orange,91.65,2024-04-10,Fruit
Mango,98.36,2024-04-10,Fruit
Grapes,47.42,2024-04-10,Fruit
Tomato,58.69,2024-04-11,Vegetable
Potato,21.15,2024-04-11,Vegetable
Onion,51.31,2024-04-11,Vegetable
Carrot,50.27,2024-04-11,Vegetable
Cabbage,23.97,2024-04-11,Vegetable
Apple,77.88,2024-04-11,Fruit
Banana,98.65,2024-04-11,Fruit
Orange,43.1,2024-04-11,Fruit
Mango,50.04,2024-04-11,Fruit
Grapes,64.43,2024-04-11,Fruit
Tomato,37.86,2024-04-12,Vegetable
Potato,55.3,2024-04-12,Vegetable
Onion,49.36,2024-04-12,Vegetable
Carrot,51.7,2024-04-12,Vegetable
Cabbage,30.69,2024-04-12,Vegetable
Apple,70.39,2024-04-12,Fruit
Banana,60.34,2024-04-12,Fruit
Orange,105.98,2024-04-12,Fruit
Mango,111.97,2024-04-12,Fruit
Grapes,81.24,2024-04-12,Fruit
Tomato,54.84,2024-04-13,Vegetable
Potato,20.34,2024-04-13,Vegetable
Onion,54.45,2024-04-13,Vegetable
Carrot,23.06,2024-04-13,Vegetable
Cabbage,31.45,2024-04-13,Vegetable
Apple,45.05,2024-04-13,Fruit
Banana,83.68,2024-04-13,Fruit
Orange,112.9,2024-04-13,Fruit
Mango,88.86,2024-04-13,Fruit
Grapes,75.29,2024-04-13,Fruit
Tomato,35.02,2024-04-14,Vegetable
Potato,23.39,2024-04-14,Vegetable
Onion,55.91,2024-04-14,Vegetable
Carrot,56.97,2024-04-14,Vegetable
Cabbage,52.12,2024-04-14,Vegetable
Apple,46.11,2024-04-14,Fruit
Banana,74.98,2024-04-14,Fruit
Orange,82.89,2024-04-14,Fruit
Mango,73.6,2024-04-14,Fruit
Grapes,77.81,2024-04-14,Fruit
Tomato,20.39,2024-04-15,Vegetable
Potato,55.79,2024-04-15,Vegetable
Onion,57.85,2024-04-15,Vegetable
Carrot,56.43,2024-04-15,Vegetable
Cabbage,23.84,2024-04-15,Vegetable
Apple,55.27,2024-04-15,Fruit
Banana,112.19,2024-04-15,Fruit
Orange,104.56,2024-04-15,Fruit
Mango,94.82,2024-04-15,Fruit
Grapes,90.39,2024-04-15,Fruit
Tomato,35.79,2024-04-16,Vegetable
Potato,41.76,2024-04-16,Vegetable
Onion,32.43,2024-04-16,Vegetable
Carrot,33.15,2024-04-16,Vegetable
Cabbage,52.65,2024-04-16,Vegetable
Apple,81.15,2024-04-16,Fruit
Banana,53.92,2024-04-16,Fruit
Orange,48.53,2024-04-16,Fruit
Mango,55.65,2024-04-16,Fruit
Grapes,68.15,2024-04-16,Fruit
Tomato,58.23,2024-04-17,Vegetable
Potato,48.61,2024-04-17,Vegetable
Onion,26.75,2024-04-17,Vegetable
Carrot,42.15,2024-04-17,Vegetable
Cabbage,48.53,2024-04-17,Vegetable
Apple,73.61,2024-04-17,Fruit
Banana,62.4,2024-04-17,Fruit
Orange,72.46,2024-04-17,Fruit
Mango,58.61,2024-04-17,Fruit
Grapes,42.33,2024-04-17,Fruit
Tomato,45.26,2024-04-18,Vegetable
Potato,31.76,2024-04-18,Vegetable
Onion,29.89,2024-04-18,Vegetable
Carrot,51.16,2024-04-18,Vegetable
Cabbage,35.33,2024-04-18,Vegetable
Apple,70.06,2024-04-18,Fruit
Banana,116.84,2024-04-18,Fruit
Orange,68.38,2024-04-18,Fruit
Mango,76.9,2024-04-18,Fruit
Grapes,75.99,2024-04-18,Fruit
Tomato,55.56,2024-04-19,Vegetable
Potato,51.22,2024-04-19,Vegetable
Onion,24.04,2024-04-19,Vegetable
Carrot,59.78,2024-04-19,Vegetable
Cabbage,20.49,2024-04-19,Vegetable
Apple,98.48,2024-04-19,Fruit
Banana,116.44,2024-04-19,Fruit
Orange,115.29,2024-04-19,Fruit
Mango,76.4,2024-04-19,Fruit
Grapes,106.27,2024-04-19,Fruit
Tomato,47.2,2024-04-20,Vegetable
Potato,59.45,2024-04-20,Vegetable
Onion,27.52,2024-04-20,Vegetable
Carrot,32.85,2024-04-20,Vegetable
Cabbage,30.91,2024-04-20,Vegetable
Apple,110.97,2024-04-20,Fruit
Banana,88.88,2024-04-20,Fruit
Orange,104.15,2024-04-20,Fruit
Mango,103.63,2024-04-20,Fruit
Grapes,85.98,2024-04-20,Fruit
Tomato,46.09,2024-04-21,Vegetable
Potato,20.63,2024-04-21,Vegetable
Onion,51.33,2024-04-21,Vegetable
Carrot,44.77,2024-04-21,Vegetable
Cabbage,48.2,2024-04-21,Vegetable
Apple,70.66,2024-04-21,Fruit
Banana,76.9,2024-04-21,Fruit
Orange,87.34,2024-04-21,Fruit
Mango,49.79,2024-04-21,Fruit
Grapes,86.03,2024-04-21,Fruit
Tomato,36.01,2024-04-22,Vegetable
Potato,54.39,2024-04-22,Vegetable
Onion,49.7,2024-04-22,Vegetable
Carrot,21.49,2024-04-22,Vegetable
Cabbage,38.05,2024-04-22,Vegetable
Apple,55.01,2024-04-22,Fruit
Banana,68.26,2024-04-22,Fruit
Orange,100.37,2024-04-22,Fruit
Mango,61.9,2024-04-22,Fruit
Grapes,83.01,2024-04-22,Fruit
Tomato,52.84,2024-04-23,Vegetable
Potato,37.2,2024-04-23,Vegetable
Onion,31.22,2024-04-23,Vegetable
Carrot,53.05,2024-04-23,Vegetable
Cabbage,56.57,2024-04-23,Vegetable
Apple,66.65,2024-04-23,Fruit
Banana,69.48,2024-04-23,Fruit
Orange,59.85,2024-04-23,Fruit
Mango,82.86,2024-04-23,Fruit
Grapes,55.64,2024-04-23,Fruit
Tomato,20.55,2024-04-24,Vegetable
Potato,45.23,2024-04-24,Vegetable
Onion,57.86,2024-04-24,Vegetable
Carrot,25.71,2024-04-24,Vegetable
Cabbage,32.21,2024-04-24,Vegetable
Apple,74.47,2024-04-24,Fruit
Banana,118.74,2024-04-24,Fruit
Orange,99.77,2024-04-24,Fruit
Mango,102.8,2024-04-24,Fruit
Grapes,58.54,2024-04-24,Fruit
Tomato,30.37,2024-04-25,Vegetable
Potato,44.72,2024-04-25,Vegetable
Onion,53.6,2024-04-25,Vegetable
Carrot,31.18,2024-04-25,Vegetable
Cabbage,52.89,2024-04-25,Vegetable
Apple,84.19,2024-04-25,Fruit
Banana,98.96,2024-04-25,Fruit
Orange,41.72,2024-04-25,Fruit
Mango,74.57,2024-04-25,Fruit
Grapes,62.1,2024-04-25,Fruit
Tomato,35.35,2024-04-26,Vegetable
Potato,42.56,2024-04-26,Vegetable
Onion,21.9,2024-04-26,Vegetable
Carrot,51.03,2024-04-26,Vegetable
Cabbage,21.09,2024-04-26,Vegetable
Apple,98.38,2024-04-26,Fruit
Banana,50.19,2024-04-26,Fruit
Orange,99.97,2024-04-26,Fruit
Mango,48.53,2024-04-26,Fruit
Grapes,43.78,2024-04-26,Fruit
Tomato,37.32,2024-04-27,Vegetable
Potato,47.37,2024-04-27,Vegetable
Onion,45.18,2024-04-27,Vegetable
Carrot,36.79,2024-04-27,Vegetable
Cabbage,42.82,2024-04-27,Vegetable
Apple,112.08,2024-04-27,Fruit
Banana,78.08,2024-04-27,Fruit
Orange,110.17,2024-04-27,Fruit
Mango,98.73,2024-04-27,Fruit
Grapes,71.34,2024-04-27,Fruit
Tomato,57.75,2024-04-28,Vegetable
Potato,56.08,2024-04-28,Vegetable
Onion,44.83,2024-04-28,Vegetable
Carrot,22.42,2024-04-28,Vegetable
Cabbage,53.52,2024-04-28,Vegetable
Apple,40.2,2024-04-28,Fruit
Banana,89,2024-04-28,Fruit
Orange,63.18,2024-04-28,Fruit
Mango,72.53,2024-04-28,Fruit
Grapes,93.69,2024-04-28,Fruit
Tomato,32.73,2024-04-29,Vegetable
Potato,56.71,2024-04-29,Vegetable
Onion,22.05,2024-04-29,Vegetable
Carrot,56.75,2024-04-29,Vegetable
Cabbage,46.48,2024-04-29,Vegetable
Apple,81.95,2024-04-29,Fruit
Banana,92.25,2024-04-29,Fruit
Orange,75.76,2024-04-29,Fruit
Mango,56.15,2024-04-29,Fruit
Grapes,81.62,2024-04-29,Fruit
Tomato,20.25,2024-04-30,Vegetable
Potato,57.56,2024-04-30,Vegetable
Onion,49.03,2024-04-30,Vegetable
Carrot,52.04,2024-04-30,Vegetable
Cabbage,58.59,2024-04-30,Vegetable
Apple,50.1,2024-04-30,Fruit
Banana,57.79,2024-04-30,Fruit
Orange,94.22,2024-04-30,Fruit
Mango,89.94,2024-04-30,Fruit
Grapes,55.67,2024-04-30,Fruit
Tomato,28.19,2024-05-01,Vegetable
Potato,22.38,2024-05-01,Vegetable
Onion,45.27,2024-05-01,Vegetable
Carrot,55.69,2024-05-01,Vegetable
Cabbage,47.56,2024-05-01,Vegetable
Apple,108.2,2024-05-01,Fruit
Banana,41.3,2024-05-01,Fruit
Orange,69.63,2024-05-01,Fruit
Mango,47.51,2024-05-01,Fruit
Grapes,48.98,2024-05-01,Fruit
Tomato,43.74,2024-05-02,Vegetable
Potato,45.59,2024-05-02,Vegetable
Onion,48.15,2024-05-02,Vegetable
Carrot,31.36,2024-05-02,Vegetable
Cabbage,25.91,2024-05-02,Vegetable
Apple,115.91,2024-05-02,Fruit
Banana,51.08,2024-05-02,Fruit
Orange,77.56,2024-05-02,Fruit
Mango,110.39,2024-05-02,Fruit
Grapes,64.7,2024-05-02,Fruit
Tomato,56.85,2024-05-03,Vegetable
Potato,25.21,2024-05-03,Vegetable
Onion,55.96,2024-05-03,Vegetable
Carrot,23.2,2024-05-03,Vegetable
Cabbage,54.29,2024-05-03,Vegetable
Apple,68.37,2024-05-03,Fruit
Banana,99.09,2024-05-03,Fruit
Orange,68.82,2024-05-03,Fruit
Mango,106.39,2024-05-03,Fruit
Grapes,103.73,2024-05-03,Fruit
Tomato,55.61,2024-05-04,Vegetable
Potato,51.79,2024-05-04,Vegetable
Onion,58.98,2024-05-04,Vegetable
Carrot,59.42,2024-05-04,Vegetable
Cabbage,28.13,2024-05-04,Vegetable
Apple,83.75,2024-05-04,Fruit
Banana,60.34,2024-05-04,Fruit
Orange,44.08,2024-05-04,Fruit
Mango,62.33,2024-05-04,Fruit
Grapes,103.39,2024-05-04,Fruit
Tomato,30.19,2024-05-05,Vegetable
Potato,42.29,2024-05-05,Vegetable
Onion,54.94,2024-05-05,Vegetable
Carrot,32.45,2024-05-05,Vegetable
Cabbage,29.23,2024-05-05,Vegetable
Apple,86.94,2024-05-05,Fruit
Banana,70.13,2024-05-05,Fruit
Orange,82.61,2024-05-05,Fruit
Mango,58.82,2024-05-05,Fruit
Grapes,67.38,2024-05-05,Fruit
Tomato,26.3,2024-05-06,Vegetable
Potato,50.8,2024-05-06,Vegetable
Onion,58.2,2024-05-06,Vegetable
Carrot,36.11,2024-05-06,Vegetable
Cabbage,40.72,2024-05-06,Vegetable
Apple,96.68,2024-05-06,Fruit
Banana,53.59,2024-05-06,Fruit
Orange,81.48,2024-05-06,Fruit
Mango,54.44,2024-05-06,Fruit
Grapes,75.23,2024-05-06,Fruit
Tomato,48.7,2024-05-07,Vegetable
Potato,53.84,2024-05-07,Vegetable
Onion,40.8,2024-05-07,Vegetable
Carrot,25.4,2024-05-07,Vegetable
Cabbage,30.85,2024-05-07,Vegetable
Apple,57.95,2024-05-07,Fruit
Banana,115.07,2024-05-07,Fruit
Orange,57.84,2024-05-07,Fruit
Mango,40.37,2024-05-07,Fruit
Grapes,94.85,2024-05-07,Fruit
Tomato,20.4,2024-05-08,Vegetable
Potato,42.27,2024-05-08,Vegetable
Onion,58.31,2024-05-08,Vegetable
Carrot,27.3,2024-05-08,Vegetable
Cabbage,20.87,2024-05-08,Vegetable
Apple,44.24,2024-05-08,Fruit
Banana,72.28,2024-05-08,Fruit
Orange,88.35,2024-05-08,Fruit
Mango,42.52,2024-05-08,Fruit
Grapes,105.5,2024-05-08,Fruit
Tomato,20.16,2024-05-09,Vegetable
Potato,51.22,2024-05-09,Vegetable
Onion,45.71,2024-05-09,Vegetable
Carrot,33.85,2024-05-09,Vegetable
Cabbage,34.08,2024-05-09,Vegetable
Apple,49.96,2024-05-09,Fruit
Banana,99.31,2024-05-09,Fruit
Orange,110.32,2024-05-09,Fruit
Mango,42.87,2024-05-09,Fruit
Grapes,58.13,2024-05-09,Fruit
Tomato,55.83,2024-05-10,Vegetable
Potato,48.86,2024-05-10,Vegetable
Onion,31.04,2024-05-10,Vegetable
Carrot,37.84,2024-05-10,Vegetable
Cabbage,40.81,2024-05-10,Vegetable
Apple,43.16,2024-05-10,Fruit
Banana,111.51,2024-05-10,Fruit
Orange,76.58,2024-05-10,Fruit
Mango,68.88,2024-05-10,Fruit
Grapes,75.16,2024-05-10,Fruit
Tomato,48.78,2024-05-11,Vegetable
Potato,33.21,2024-05-11,Vegetable
Onion,47.13,2024-05-11,Vegetable
Carrot,43.31,2024-05-11,Vegetable
Cabbage,43.96,2024-05-11,Vegetable
Apple,106,2024-05-11,Fruit
Banana,86.8,2024-05-11,Fruit
Orange,50.98,2024-05-11,Fruit
Mango,61.41,2024-05-11,Fruit
Grapes,107.39,2024-05-11,Fruit
Tomato,27.11,2024-05-12,Vegetable
Potato,32.5,2024-05-12,Vegetable
Onion,20.63,2024-05-12,Vegetable
Carrot,54.37,2024-05-12,Vegetable
Cabbage,52.79,2024-05-12,Vegetable
Apple,84.5,2024-05-12,Fruit
Banana,92.28,2024-05-12,Fruit
Orange,101.65,2024-05-12,Fruit
Mango,109.53,2024-05-12,Fruit
Grapes,104.03,2024-05-12,Fruit
Tomato,26.89,2024-05-13,Vegetable
Potato,51.82,2024-05-13,Vegetable
